pack_id,age_days,cycle_count,avg_ambient,max_pack_temp,avg_C_rate,avg_SOC,hours_above_40,cumulative_Wh,SoH
750,659,1341,39.69,43.63,0.799,56.18,22.5,5409080.2,56.347
751,1758,1973,31.11,35.98,0.205,44.37,14.99,5510552.8,47.713
752,576,1885,36.73,42.39,0.05,73.28,0.0,9008132.2,35.0
753,1056,2845,35.51,43.11,0.601,40.34,97.66,12663972.8,35.0
754,1621,2962,23.98,26.5,1.684,50.99,168.42,12586112.5,35.0
755,121,1977,28.16,38.8,0.791,58.35,105.68,6971219.6,35.0
756,701,818,32.93,39.12,0.075,96.23,173.73,3044358.7,71.063
757,120,2134,27.88,33.35,1.923,64.14,191.47,7431065.8,35.0
758,1923,1178,28.42,31.74,1.449,51.14,42.42,4460118.1,67.107
759,1772,1914,23.08,37.22,0.58,45.11,0.0,9048190.4,35.0
760,1566,1750,27.75,37.17,0.366,66.17,203.67,6478634.6,35.0
761,1416,783,27.14,39.34,0.726,76.01,103.68,3412399.3,59.225
762,114,2898,27.66,37.06,0.523,65.9,0.0,6270201.3,35.0
763,1866,427,30.8,36.34,0.723,46.9,237.66,1795462.1,78.547
764,1050,2239,14.65,21.06,0.05,60.74,66.45,7530619.4,35.0
765,529,53,32.09,38.01,1.63,63.14,191.93,144698.2,99.995
766,1066,130,33.79,40.6,0.05,9.87,151.79,448254.4,97.121
767,1340,1855,27.48,35.53,0.196,94.67,229.16,4634353.2,53.05
768,1618,2228,30.46,37.3,1.089,54.46,61.75,10885721.8,35.0
769,675,1011,28.79,36.25,0.073,78.68,0.0,3324281.9,66.156
770,653,2577,28.62,39.8,0.573,60.95,62.99,7267217.1,35.0
771,277,2440,23.69,30.2,0.05,81.94,42.61,6468778.9,35.269
772,807,1412,21.24,24.97,1.614,51.8,87.3,6377552.9,35.0
773,1878,1916,30.32,47.63,1.178,54.33,104.8,6590146.1,35.0
774,1007,2318,27.5,34.17,0.05,90.27,0.0,4707246.2,50.163
775,1662,1737,21.91,28.99,0.346,68.69,0.0,5232608.4,47.497
776,1140,1773,27.37,32.47,0.471,61.53,42.72,7216244.6,35.0
777,1534,1227,30.82,43.62,1.973,78.67,160.6,3621347.0,61.771
778,886,948,34.24,41.42,0.775,58.92,99.7,3820746.1,69.909
779,561,2148,28.68,38.5,1.675,70.41,165.55,9786259.7,35.0
780,719,2303,38.55,41.88,0.627,91.0,0.0,8603217.5,35.0
781,773,2574,39.66,45.42,0.532,43.0,0.0,9555120.6,35.0
782,149,1281,22.72,28.61,1.002,60.01,52.74,4657728.0,58.451
783,1678,1107,30.46,40.34,0.05,48.97,0.0,3073650.6,66.37
784,766,1102,20.52,27.19,0.695,38.82,1.46,4382125.3,58.9
785,1392,1683,38.87,48.82,0.316,66.7,59.92,6924519.7,35.0
786,1761,66,38.95,52.11,0.918,60.28,90.53,166382.9,100.0
787,1958,2371,27.24,30.39,1.134,50.24,137.85,9831996.7,35.0
788,526,680,42.11,48.41,0.885,75.29,108.09,1414854.9,91.657
789,1571,2966,33.13,48.99,1.341,32.5,258.89,12889749.1,35.0
790,1651,1472,25.87,36.37,0.648,93.42,85.09,4999385.9,46.548
791,45,631,31.34,43.19,0.58,65.88,144.5,2418382.2,75.661
792,652,1372,32.02,44.93,1.423,62.57,120.06,4994152.2,47.028
793,332,211,35.03,42.86,0.172,34.67,116.55,1003322.5,86.256
794,1695,2144,29.73,37.05,1.028,87.3,0.0,8910411.0,35.0
795,1547,441,32.51,41.89,1.149,75.1,0.0,1129706.1,88.881
796,285,2495,29.31,38.09,0.113,58.52,0.0,11785253.5,35.0
797,1510,1996,29.66,39.73,0.565,50.57,0.0,8704975.9,35.0
798,484,1191,27.46,34.05,2.305,51.13,5.36,5488250.1,45.16
799,1344,1014,24.54,36.18,0.673,57.08,178.73,3090477.6,63.421
800,308,866,33.67,46.5,0.881,97.43,118.04,2742744.6,74.207
801,1937,1490,29.46,38.34,0.55,71.08,51.7,3223348.7,69.041
802,65,1052,40.74,48.18,0.751,58.83,10.93,5111499.2,51.513
803,1785,1183,33.71,42.01,0.686,71.09,14.71,5099058.4,51.117
804,858,593,34.26,38.64,0.456,55.48,0.0,1716525.9,84.293
805,169,2477,26.58,33.82,0.193,79.99,117.74,7558718.9,35.0
806,1270,2837,25.11,38.27,1.259,52.52,53.19,5967290.2,38.316
807,424,91,24.28,26.37,0.05,58.31,43.19,269199.9,99.14
808,360,997,28.9,33.75,0.868,42.27,93.16,3756172.3,62.969
809,612,2224,23.26,28.55,1.029,86.07,183.33,10303579.4,35.0
810,330,361,24.35,34.03,0.05,44.81,87.33,1797041.9,81.216
811,1998,2790,24.19,30.29,0.221,63.18,58.17,9213825.3,35.0
812,222,710,23.75,32.04,1.51,85.36,16.38,1523022.6,81.083
813,756,1139,26.38,36.85,1.917,73.49,95.31,4339062.7,50.556
814,1022,2206,26.46,43.11,0.648,51.68,142.21,4666243.3,54.617
815,724,60,20.63,30.81,0.562,92.72,1.51,266514.8,100.0
816,772,1192,32.33,36.9,0.962,60.95,30.39,4182349.4,53.479
817,775,916,26.67,34.19,0.773,57.1,75.92,4434528.1,55.018
818,1353,2244,39.78,47.85,0.906,56.3,48.74,9418486.1,35.0
819,1968,1620,14.64,18.13,1.678,79.95,155.52,6171487.3,35.0
820,1351,2109,36.88,45.14,2.296,58.43,207.83,4342606.2,53.413
821,100,1413,27.09,30.96,0.062,77.01,34.27,4449278.4,64.77
822,1538,307,27.91,38.04,1.172,89.67,41.61,1371655.7,76.354
823,939,2842,30.88,37.44,0.05,77.09,4.9,10219392.5,35.0
824,1361,71,30.47,36.71,1.078,89.29,101.83,337860.3,100.0
825,1248,2570,28.77,33.87,0.161,31.3,0.0,7420347.1,35.0
826,1331,1919,27.4,39.76,0.703,77.53,66.26,5906365.4,36.438
827,1086,2713,25.53,35.06,0.05,65.26,95.79,11861096.0,35.0
828,80,479,39.28,41.36,0.253,99.0,28.15,2138052.6,77.584
829,1894,2669,34.86,39.21,0.518,81.63,0.0,13221089.9,35.0
830,884,2697,22.42,31.27,0.71,74.89,66.03,11610740.1,35.0
831,782,1275,29.0,41.19,0.368,89.32,165.56,5780426.7,42.697
832,926,364,30.67,35.69,1.504,49.49,16.07,781435.6,78.715
833,1153,2120,31.27,44.26,1.48,65.14,0.0,10277116.4,35.0
834,205,141,32.03,45.91,0.455,53.42,45.8,308977.9,88.71
835,1943,2115,30.72,40.5,0.56,80.11,61.92,9264112.3,35.0
836,891,1675,26.22,39.11,1.181,46.59,64.47,5615638.2,44.234
837,861,1915,30.71,34.77,0.565,71.09,87.22,6518619.6,38.856
838,1133,2892,28.77,31.73,0.05,45.47,170.69,13164967.3,35.0
839,1495,1516,35.62,36.31,0.467,64.02,68.44,4054349.9,53.517
840,640,987,25.36,37.24,0.072,70.42,62.66,3610088.4,59.604
841,1546,1552,32.61,34.59,0.05,71.8,84.49,6732614.7,35.271
842,446,857,32.53,42.9,1.831,59.29,0.0,2218225.4,86.61
843,1142,1227,48.7,58.0,0.05,61.47,0.0,3013644.2,71.23
844,325,1036,39.56,48.75,0.665,78.64,87.69,2357523.2,73.597
845,1572,1400,34.52,43.17,0.668,92.55,11.77,5507387.3,45.843
846,906,2577,27.88,33.91,0.05,53.27,71.3,6085113.9,36.701
847,925,1718,26.65,36.46,0.792,61.53,41.82,3455914.4,54.103
848,545,2934,35.64,46.31,0.05,85.1,13.37,11889021.7,35.0
849,872,2627,24.26,36.84,0.871,57.44,46.41,7011378.5,35.0
850,925,2094,35.55,44.57,0.05,80.33,49.43,5298964.6,42.293
851,339,2219,41.09,49.02,0.751,57.71,144.4,9791368.6,35.0
852,241,707,34.99,41.97,1.624,78.46,28.67,1695972.3,79.153
853,1221,789,31.85,33.1,0.686,59.54,132.25,2656634.5,67.881
854,1865,986,29.74,44.92,1.197,57.62,69.17,4351271.1,54.459
855,911,2073,32.73,45.64,0.05,89.74,38.79,8615973.3,35.0
856,1850,2634,29.6,40.14,0.47,45.06,16.95,9275786.9,35.0
857,116,2124,26.27,30.79,0.475,84.35,39.38,9295043.8,35.0
858,1489,2532,37.4,49.55,0.437,65.48,0.0,5195357.8,57.642
859,1379,2097,28.28,38.41,0.728,31.44,0.0,4972209.2,48.304
860,105,2913,25.28,34.26,0.518,44.51,109.35,6348602.8,40.411
861,744,697,27.04,37.65,0.493,60.97,0.0,1707000.2,79.936
862,945,1773,23.03,28.77,0.257,54.85,132.51,8573335.4,35.0
863,727,603,37.84,50.32,0.736,39.87,0.0,1461046.1,82.346
864,1843,2706,39.71,46.84,1.694,76.68,0.0,10701844.6,35.0
865,1886,1748,39.04,43.13,1.447,57.14,47.95,7129320.9,35.0
866,1572,256,32.64,34.51,0.664,80.38,99.78,676981.3,93.555
867,1465,1119,37.82,46.56,0.05,64.76,74.91,3627392.6,60.319
868,1938,1983,18.38,26.92,0.228,54.59,88.33,6107597.1,40.104
869,660,2826,31.47,39.23,1.538,55.27,30.67,12554204.0,35.0
870,1633,307,23.53,31.27,1.008,69.82,34.82,1332314.8,80.259
871,1035,2877,28.68,39.07,0.599,58.61,13.56,14150547.1,35.0
872,1636,2837,22.82,28.51,0.261,90.97,0.0,6146391.4,37.76
873,1003,1463,21.82,33.25,0.05,72.06,59.15,3040015.5,69.569
874,841,1659,34.29,39.77,0.05,76.68,0.0,6686808.7,35.0
875,1184,760,30.92,45.27,0.163,64.85,103.85,2121071.2,80.09
876,895,772,42.73,51.86,1.132,86.45,0.0,2913096.9,70.044
877,1608,992,30.07,31.61,0.686,51.45,123.45,4475240.9,56.784
878,1201,2528,33.54,44.06,1.547,99.0,0.0,9224269.8,35.0
879,787,2266,28.6,40.71,0.139,46.26,0.0,6602857.0,35.0
880,222,1956,25.28,36.78,0.764,84.13,34.4,4660152.9,52.094
881,546,2942,27.53,37.61,0.312,78.66,3.61,10197152.8,35.0
882,1051,2936,21.14,26.68,0.05,40.11,99.72,6981109.5,37.179
883,447,560,39.9,44.96,0.05,79.33,32.74,2783575.8,69.094
884,906,278,26.87,31.9,1.245,75.35,0.0,1180427.5,87.991
885,1013,127,29.03,30.26,0.141,56.4,0.0,353125.9,100.0
886,1860,424,36.69,41.37,0.05,58.66,0.0,1326618.8,96.688
887,1773,626,26.77,28.22,1.339,51.88,137.21,2078545.1,67.686
888,62,2410,34.61,42.25,1.117,78.42,66.05,10385597.5,35.0
889,618,814,27.52,40.63,0.05,94.59,48.22,2132088.1,80.935
890,1211,1562,32.01,42.71,0.681,25.53,0.0,7207160.5,35.0
891,546,1067,28.91,39.41,0.308,93.66,56.06,4285146.0,63.686
892,1802,647,29.21,44.13,0.433,78.75,89.13,1440565.6,88.767
893,502,1736,32.15,40.73,0.756,63.77,42.8,3648757.1,63.336
894,1941,1152,31.9,34.26,0.449,55.9,213.24,2697882.3,69.325
895,324,1581,37.42,50.28,0.529,68.49,0.0,4391131.9,56.08
896,1988,1143,32.43,33.64,0.889,42.92,0.0,5623537.3,43.204
897,487,749,25.36,39.36,0.05,78.43,10.53,2195874.1,84.648
898,241,2766,31.29,39.82,1.116,70.47,93.31,10971796.3,35.0
899,1237,2775,21.7,30.8,1.785,56.47,60.18,11114612.5,35.0
900,93,2876,12.62,16.71,1.461,83.05,79.95,6382809.0,35.0
901,1051,1214,30.69,36.17,1.558,92.39,160.39,5220861.1,47.723
902,117,296,31.97,37.44,1.055,45.46,100.72,764812.3,100.0
903,1727,1488,31.18,47.74,0.279,63.93,163.08,4861963.8,57.831
904,1587,998,37.34,40.56,0.682,63.82,132.88,2498017.1,70.739
905,163,1080,54.15,64.92,0.86,41.64,0.0,4342611.5,53.488
906,242,1066,37.48,44.85,0.075,89.07,46.08,2513947.0,75.475
907,1282,1143,25.05,32.61,1.241,55.72,0.0,2987991.5,73.874
908,213,2617,21.89,32.91,0.952,81.6,7.39,12602997.0,35.0
909,1712,2113,37.92,49.36,0.387,50.3,33.2,4734897.0,43.131
910,590,2070,23.7,34.41,1.073,92.18,95.53,7658112.0,35.0
911,1117,2504,29.27,37.11,0.654,72.99,100.75,11798248.2,35.0
912,1487,638,32.1,36.02,0.684,33.62,52.83,1604817.0,78.879
913,874,1150,34.24,50.99,1.446,64.43,0.0,2703820.0,79.5
914,567,657,28.04,35.63,1.091,42.72,0.0,2120415.6,74.586
915,279,1720,20.32,29.99,1.127,62.75,0.0,6446891.7,42.636
916,187,2023,33.6,48.43,1.137,54.94,138.48,7367732.5,35.0
917,1773,2397,30.31,39.78,0.05,73.95,0.0,10728806.9,35.0
918,1732,2646,24.5,37.58,0.8,62.27,97.34,5996974.5,35.0
919,1854,2577,23.4,34.75,1.115,42.43,0.47,12627513.2,35.0
920,1066,2380,33.46,36.03,0.396,66.89,86.18,11059022.4,35.0
921,1311,2362,28.22,34.52,0.939,72.39,65.87,6905014.2,35.0
922,1846,2597,30.91,37.27,0.935,44.54,154.72,6385618.9,36.059
923,1019,282,37.87,45.06,0.893,75.33,0.0,1118570.0,87.994
924,471,1977,29.73,38.25,0.821,69.67,156.99,6611790.3,35.0
925,1591,125,32.76,51.77,1.168,85.36,25.43,554014.3,96.544
926,1161,2489,32.42,39.56,0.576,61.76,107.96,10945885.8,35.0
927,1093,2798,32.81,40.05,1.739,57.47,64.29,13270866.1,35.0
928,1840,103,26.92,33.16,1.467,54.23,95.31,381918.0,92.714
929,1044,2587,33.77,39.74,0.805,41.7,59.79,9537448.1,35.0
930,1998,1673,32.88,34.61,2.009,74.51,105.75,4029525.8,52.09
931,517,2099,33.26,40.39,0.943,51.05,119.15,8852964.7,35.0
932,519,2849,37.65,45.31,1.5,63.27,0.0,14024306.8,35.0
933,1724,2250,26.48,27.2,1.367,36.14,72.95,9894359.4,35.0
934,1611,479,35.03,37.96,0.346,22.02,0.0,2204018.1,82.084
935,936,1135,28.21,39.7,0.491,69.28,48.98,5483279.8,44.635
936,899,2854,32.71,38.82,0.876,89.91,36.54,10708790.6,35.0
937,622,55,41.54,41.7,0.742,91.22,0.0,215171.4,95.75
938,788,2620,32.69,46.0,0.584,51.67,31.94,8595544.1,35.0
939,1531,199,32.99,36.42,1.262,56.39,142.73,842890.0,88.46
940,524,505,34.46,42.9,0.05,83.16,42.99,1875240.9,85.136
941,1747,2193,33.93,40.72,1.362,61.79,131.87,4710264.1,47.943
942,533,1262,37.16,44.94,1.119,65.83,59.97,2932183.2,69.676
943,1496,1207,25.79,33.1,0.986,80.31,109.94,3570523.8,65.586
944,1280,2070,38.02,51.87,0.958,77.76,111.4,10223767.1,35.0
945,621,663,36.39,42.36,0.182,74.09,27.74,1880178.3,75.411
946,1711,273,32.31,38.18,0.888,40.82,29.83,600863.4,91.46
947,925,587,30.09,40.34,1.043,55.78,73.83,2395643.7,71.693
948,1247,2341,42.26,45.11,0.818,60.93,57.67,4906240.7,43.512
949,1153,1013,29.29,35.89,0.398,32.29,72.06,3115498.6,69.632
950,866,865,28.53,40.47,2.005,91.78,114.42,2063789.1,81.71
951,374,1083,23.24,31.44,0.625,38.55,47.01,2252903.8,71.862
952,209,1617,26.3,38.01,0.05,29.26,50.26,5692311.9,41.768
953,1360,1109,29.96,36.19,1.731,59.16,45.75,3816455.2,57.688
954,1515,1635,34.39,43.55,0.916,66.81,3.92,4104644.6,64.282
955,1471,1234,35.13,39.66,0.644,82.06,168.97,4000311.7,64.02
956,673,455,40.94,49.77,0.948,59.5,125.4,1722911.2,90.532
957,330,2013,29.22,35.25,1.406,84.86,14.03,4503486.6,50.681
958,1125,2053,30.19,34.32,0.37,45.83,86.4,9441929.5,35.0
959,820,513,19.18,27.31,1.784,95.12,0.0,2040607.8,67.799
960,1611,2661,37.37,47.77,0.371,77.69,0.0,9133284.5,35.0
961,620,1256,29.15,36.45,0.813,74.72,61.95,4583783.8,54.708
962,547,2732,29.64,42.29,0.138,97.48,0.0,13240727.3,35.0
963,1111,2387,26.99,33.51,0.857,59.09,39.37,10057418.3,35.0
964,124,2177,37.85,45.1,1.29,45.17,111.39,4943076.3,47.454
965,715,290,31.09,45.07,0.351,83.86,0.0,699534.9,92.316
966,678,2347,25.56,37.09,1.839,54.49,0.0,7446748.0,35.0
967,1473,1812,27.26,34.19,0.74,91.46,52.41,4748615.6,49.649
968,1935,2567,20.63,31.17,1.211,58.37,73.49,8241508.6,35.0
969,356,2630,29.43,36.47,1.111,57.61,52.9,10707367.8,35.0
970,576,2815,29.29,36.5,0.05,59.12,0.0,12191105.5,35.0
971,189,2133,29.84,46.96,0.939,41.42,5.03,6203551.1,41.987
972,197,606,29.03,35.24,1.287,76.54,143.33,1951599.6,76.63
973,1416,742,22.72,30.75,1.521,54.16,11.86,2071538.5,72.455
974,417,2609,21.93,27.64,1.506,66.64,0.0,8664237.1,35.0
975,1455,2890,30.34,32.34,2.174,71.97,24.09,14116559.3,35.0
976,1883,692,31.91,35.17,1.2,64.59,72.48,2972177.4,75.44
977,1889,207,38.94,44.71,1.132,72.78,50.65,618713.6,86.427
978,1453,1147,38.45,47.92,0.782,25.58,0.0,3585179.0,62.827
979,1307,1137,27.12,35.34,1.529,58.77,0.0,5227803.2,43.42
980,1697,216,38.44,47.53,1.061,67.37,9.56,837071.3,95.748
981,669,1934,21.02,22.3,0.05,76.12,0.0,4053067.6,64.392
982,1831,582,30.95,33.79,0.606,72.65,181.22,1974300.5,76.948
983,1462,2627,39.12,51.17,1.01,67.99,160.45,6186272.0,36.234
984,1323,145,34.6,45.87,0.686,58.68,140.67,657375.6,93.486
985,1257,2147,32.92,38.83,1.93,72.6,92.51,8949747.5,35.0
986,88,2489,28.97,31.01,1.249,72.56,27.83,11605053.7,35.0
987,1120,2706,34.2,35.07,1.211,34.87,40.59,8373741.0,35.0
988,38,243,30.8,37.15,0.05,74.46,0.0,909632.7,84.251
989,572,2516,36.62,44.0,0.05,72.04,167.65,11500716.5,35.0
990,386,2373,41.6,43.94,0.111,81.97,15.51,7216781.8,35.0
991,1367,2008,23.13,39.31,0.785,90.15,121.49,4199762.6,59.311
992,1166,1113,18.74,28.94,0.727,46.4,70.94,4963880.7,56.861
993,1852,2003,29.57,33.51,1.744,73.88,193.57,6334998.6,35.0
994,773,976,28.93,39.81,0.057,77.8,96.67,2542049.3,84.386
995,1821,1175,24.82,41.26,0.05,39.32,95.21,5330850.6,53.267
996,1991,1874,27.0,27.51,1.268,37.15,0.0,8582394.0,35.0
997,728,1850,33.23,40.37,0.143,75.17,99.05,6959554.8,35.0
998,245,1513,29.99,36.06,0.623,52.58,121.11,4059957.1,51.589
999,1972,2168,36.33,37.76,1.611,89.29,0.0,6613212.7,35.0
1000,1468,1436,24.78,39.78,0.05,58.38,16.62,4273688.7,64.649
1001,1982,1756,35.18,45.21,0.05,27.79,133.04,4413800.6,57.655
1002,550,522,29.5,31.29,1.931,83.08,23.17,1100672.9,87.361
1003,1237,1232,22.02,29.73,0.099,44.87,181.66,5251600.2,42.324
1004,260,913,32.77,41.54,0.05,68.73,79.32,2497832.0,63.581
1005,954,529,23.42,34.36,0.05,56.93,164.06,2051198.4,69.663
1006,496,2248,38.62,47.03,0.862,44.87,58.06,9513235.5,35.0
1007,61,2363,26.19,28.32,0.05,92.99,0.0,5073709.7,63.878
1008,57,2336,27.57,35.86,0.423,54.67,82.95,11044645.5,35.0
1009,705,1113,23.57,33.67,0.366,72.12,105.08,2322700.5,79.026
1010,401,1801,37.06,48.12,1.858,39.13,159.62,5454558.4,54.49
1011,662,2484,23.08,29.03,0.859,61.65,118.32,12306900.6,35.0
1012,461,2558,28.05,32.29,1.081,73.14,12.95,11811449.1,35.0
1013,1854,2768,35.35,48.46,1.057,83.92,0.0,8139383.8,35.0
1014,480,2976,24.56,35.85,0.05,73.86,134.78,10956476.4,35.0
1015,1874,1245,27.04,32.31,0.357,60.12,27.35,2868635.9,65.093
1016,1032,329,26.46,27.64,0.05,43.27,64.7,1117347.5,87.687
1017,1132,1060,28.41,40.72,0.532,64.14,166.42,2666076.3,68.955
1018,1622,1043,32.52,42.58,0.05,68.15,40.59,4208060.3,59.583
1019,948,1585,35.6,40.11,0.05,7.48,44.39,6084107.8,41.747
1020,857,1291,32.82,36.7,1.046,54.97,47.38,5820313.7,35.0
1021,59,1752,27.25,37.8,0.187,61.79,19.13,6168785.8,37.228
1022,503,2073,35.78,36.62,1.021,84.5,97.67,5883083.5,35.0
1023,1143,1562,30.57,37.85,0.15,72.61,87.67,6736187.1,35.0
1024,224,2106,37.69,42.75,1.465,87.2,26.56,6332053.5,44.874
1025,735,1285,36.8,48.49,0.165,62.49,66.28,5722457.1,41.368
1026,725,1907,37.15,43.68,1.404,34.98,13.71,7046551.1,35.0
1027,1912,2020,33.4,38.91,0.639,80.78,6.47,7739596.6,35.0
1028,790,2120,28.22,30.65,1.784,99.0,0.0,6794514.0,35.0
1029,883,2928,27.2,34.06,0.234,85.63,0.0,12720019.9,35.0
1030,515,2081,37.21,39.56,2.056,39.38,153.09,8981130.4,35.0
1031,1086,2275,31.25,35.57,0.66,51.13,0.0,6589332.9,35.0
1032,313,1650,30.72,46.62,0.05,73.45,50.51,7265083.9,35.0
1033,161,455,25.54,35.99,0.05,78.98,48.15,944468.8,89.347
1034,785,2928,49.4,62.28,0.461,76.34,103.87,11744485.0,35.0
1035,1587,293,20.33,25.45,1.144,65.75,163.3,1218299.0,90.846
1036,1895,2997,29.65,33.11,0.777,63.67,34.34,14593016.2,35.0
1037,873,2843,28.92,33.06,0.05,61.9,0.0,6607073.3,35.0
1038,906,2088,30.96,38.78,0.179,78.76,49.77,7749018.9,35.0
1039,201,266,23.28,32.68,0.798,83.88,0.0,1276519.4,78.417
1040,652,950,29.6,35.09,0.825,62.67,37.7,2144527.0,71.472
1041,103,294,23.88,30.92,1.24,68.34,7.51,1023541.9,90.567
1042,937,2579,18.76,21.09,0.491,99.0,184.19,8579406.9,35.0
1043,106,861,26.7,31.44,0.893,56.52,119.54,2019161.4,70.2
1044,1307,480,31.83,35.36,0.899,61.18,0.0,1932027.2,75.617
1045,924,1894,28.33,33.89,1.754,72.47,19.38,7380795.6,35.0
1046,813,1282,22.52,32.07,0.497,58.6,4.5,3025349.4,66.478
1047,468,237,34.56,47.9,0.391,88.02,109.33,849442.1,80.089
1048,1511,2186,32.38,37.68,0.695,99.0,70.1,6640526.1,35.0
1049,385,1611,35.38,46.26,0.958,52.51,80.84,5671358.3,43.32
1050,425,1130,35.75,40.3,0.879,99.0,0.0,3744087.2,75.611
1051,1845,2187,26.79,37.41,0.05,32.48,31.68,8971375.2,35.0
1052,561,2850,32.48,38.14,0.05,99.0,0.0,11213054.1,35.0
1053,1589,921,25.04,31.74,0.664,78.48,0.0,3217447.4,69.933
1054,497,640,22.21,26.71,0.218,57.54,0.0,2097214.3,77.75
1055,1094,1217,35.96,44.82,0.74,39.21,0.0,5138336.6,45.808
1056,1618,2618,26.61,31.31,0.268,73.29,27.0,6094185.0,43.366
1057,937,1241,27.46,37.86,0.591,94.34,82.34,3006536.7,76.375
1058,1459,2596,41.03,48.29,0.05,51.46,0.0,5644013.5,50.529
1059,1701,1421,25.97,32.9,0.05,58.01,255.92,7010765.6,35.0
1060,661,424,30.78,37.1,1.118,47.84,0.0,1362180.9,81.055
1061,1365,55,19.03,27.47,0.05,77.48,30.1,230477.0,100.0
1062,124,1145,25.47,28.58,1.895,64.81,124.67,5518487.2,38.215
1063,1605,2980,31.87,35.64,1.774,59.73,13.56,11522550.1,35.0
1064,934,1182,27.58,33.28,0.578,73.34,101.13,5534948.7,46.255
1065,502,2872,31.19,33.75,0.94,37.24,0.0,12202266.4,35.0
1066,1481,771,29.3,39.87,2.211,72.27,0.0,2770215.6,70.048
1067,810,2095,35.91,48.02,0.05,50.27,12.88,9077686.0,35.0
1068,508,1989,27.51,37.86,0.391,62.46,16.8,5312815.4,60.48
1069,896,682,30.03,33.01,0.645,27.36,0.0,1435927.8,84.149
1070,448,1844,28.55,34.64,1.374,77.11,101.38,7048921.1,35.0
1071,540,711,23.51,34.53,0.05,75.31,58.11,2085136.7,85.722
1072,1312,213,26.02,31.2,1.085,64.47,17.41,991037.9,92.184
1073,1410,1624,19.76,27.59,1.194,80.05,58.66,7117120.8,35.0
1074,1910,2146,39.42,46.74,0.05,76.95,112.44,10505422.4,35.0
1075,1820,594,31.37,33.83,0.985,55.05,66.92,1862437.4,90.997
1076,840,2109,13.66,22.42,1.521,98.66,108.56,8094056.1,35.0
1077,240,501,29.98,34.85,0.491,44.98,92.27,1002858.3,89.141
1078,1852,2471,34.68,38.16,0.05,82.18,0.0,6241390.5,36.956
1079,1395,411,31.48,42.44,1.225,99.0,0.0,1776047.5,90.933
1080,336,1745,29.76,38.29,0.635,55.59,6.23,6921599.9,35.0
1081,677,2766,36.6,40.08,0.05,64.92,281.9,11411485.4,35.0
1082,1027,990,21.79,35.27,0.7,63.37,51.9,2950699.0,71.32
1083,606,1267,17.74,24.53,1.512,75.42,133.39,2688897.8,67.992
1084,1468,2010,27.37,39.2,0.763,95.94,7.53,7031091.4,35.0
1085,252,909,31.57,40.99,0.676,52.37,23.19,2443408.1,76.422
1086,818,960,33.89,45.25,0.05,63.35,86.78,1932814.7,75.951
1087,1661,1485,34.86,40.71,0.05,62.15,148.44,4464818.1,53.669
1088,1127,472,22.69,30.85,0.72,38.19,276.07,1198389.0,83.179
1089,1348,327,36.76,39.95,0.928,31.14,122.14,1478487.7,87.532
1090,854,879,28.43,42.51,1.234,76.61,0.0,3952061.1,58.643
1091,1129,1037,33.08,45.2,0.05,61.49,138.17,3463830.0,71.415
1092,351,1151,32.48,32.94,1.478,86.29,12.05,3351019.7,63.915
1093,473,2939,33.73,35.17,0.05,62.81,33.1,7303620.9,35.0
1094,1982,1923,31.4,40.19,1.402,75.37,85.36,5644901.3,49.046
1095,30,431,28.81,39.13,0.812,75.47,0.0,1833481.0,70.497
1096,1324,2998,35.35,44.74,0.05,58.1,121.59,6130342.9,37.248
1097,239,1029,19.83,28.3,1.136,72.93,98.21,2061932.1,75.439
1098,1630,1267,22.07,26.69,0.853,62.88,295.18,6227537.1,35.0
1099,1905,2447,27.92,39.3,0.53,61.56,15.57,6514049.3,35.0
1100,1128,2726,33.35,40.42,0.649,34.03,93.18,6883288.8,35.0
1101,773,1570,23.86,31.79,1.009,59.32,4.88,6422731.2,42.655
1102,363,1516,32.74,37.67,0.929,67.72,0.0,6035572.8,38.341
1103,1918,461,18.14,31.25,1.047,43.34,0.0,1823348.8,85.359
1104,369,2844,19.24,23.07,0.05,48.85,170.65,13031214.8,35.0
1105,1307,2831,32.84,34.59,0.457,90.83,0.0,6430263.3,35.0
1106,485,940,30.46,40.89,1.977,62.73,46.7,2180521.7,77.542
1107,662,1693,36.46,45.9,0.742,38.93,45.33,7578170.5,35.0
1108,1351,1579,25.81,34.81,1.066,72.79,0.0,5413287.9,44.479
1109,331,1053,41.31,57.27,0.236,75.25,119.68,4457822.4,51.15
1110,728,1156,30.77,32.62,1.187,60.31,87.18,5408170.8,51.716
1111,1917,987,28.81,30.99,1.141,50.44,0.0,4142539.2,58.092
1112,1194,2625,27.7,40.37,0.529,62.02,133.44,9816066.1,35.0
1113,1088,696,33.82,51.66,0.331,33.26,50.58,3314950.3,53.57
1114,1992,1905,28.56,38.65,0.646,58.88,132.97,7819998.9,35.0
1115,861,656,29.11,34.08,0.722,52.92,48.34,2423950.4,72.62
1116,104,2095,30.0,41.82,1.349,79.31,74.23,8357031.9,35.0
1117,910,2186,26.83,37.61,0.424,94.16,44.95,9373255.8,35.0
1118,1770,2355,35.39,37.51,0.629,79.92,55.25,6373872.9,35.0
1119,1138,2367,35.19,42.42,1.04,78.41,0.0,11708329.5,35.0
1120,849,2090,28.81,35.84,1.051,64.84,6.33,9426361.6,35.0
1121,73,767,25.72,35.78,0.992,75.79,94.08,2047684.8,76.547
